pcap_name,session_identifier,service,protocol,duration,total_count_bytes,total_count_packets,src_count_bytes,dst_count_bytes,src_count_packets,dst_count_packets,src_mean_packet_size,dst_mean_packet_size,src_min_packet_size,dst_min_packet_size,src_max_packet_size,dst_max_packet_size,src_std_packet_size,dst_std_packet_size,src_bytes_per_sec,dst_bytes_per_sec,min_time_delay,max_time_delay,mean_time_delay,std_time_delay,src_port,dst_port,flags,http_method,http_version,http_accept,http_connection,http_user_agent,http_status_code,http_content_length,http_content_type,http_server
jsql_get_search_0.pcap,192.168.16.1__58216__192.168.16.2__80,http,TCP,0.072624,7176,17,4557,2619,10,7,455.7,374.14285714285717,66,66,1312,604,502.00120517783614,264.5618634494336,62747.85194976867151354923992,36062.45869134170522141440846,0.000011,0.049342,0.004539,0.01180720142540136392332440060,58216,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_0.pcap,192.168.16.1__58218__192.168.16.2__80,http,TCP,0.088491,6618,14,4065,2553,8,6,508.125,425.5,66,66,1147,604,460.8208538846739,251.3873173677092,45936.87493643421364884564532,28850.39156524392311082482964,0.000019,0.040710,0.006807,0.01158615575058971304708764862,58218,80,SPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_0.pcap,192.168.16.1__58220__192.168.16.2__80,http,TCP,0.060477,3406,13,1993,1413,8,5,249.125,282.6,66,66,802,604,314.90531811165084,262.03022726395517,32954.67698463878829968417746,23364.25417927476561337367925,0.000011,0.047975,0.00503975,0.01303097687643434760870947036,58220,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_0.pcap,192.168.16.1__58222__192.168.16.2__80,http,TCP,0.111795,10988,18,7229,3759,10,8,722.9,469.875,66,66,1387,604,567.607161688434,230.87682728026215,64662.99923967977100943691578,33624.04400912384274788675701,0.000015,0.040094,0.006576176470588235294117647059,0.01223357417945190084810715899,58222,80,SPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_0.pcap,192.168.16.1__58224__192.168.16.2__80,http,TCP,0.056332,3185,13,1772,1413,8,5,221.5,282.6,66,66,967,604,302.21019175401744,262.03022726395517,31456.36583114393240076688206,25083.43392743023503514876092,0.000009,0.046590,0.004694333333333333333333333333,0.01268118979915615892057345260,58224,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_0.pcap,192.168.16.1__58226__192.168.16.2__80,http,TCP,0.181655,40611,55,28287,12324,23,32,1229.8695652173913,385.125,66,66,1823,604,626.2172358415474,263.46521947877676,155718.2571357793619773746938,67842.88899287110181387795547,0.000011,0.061120,0.003363981481481481481481481481,0.009836758376188210323267155314,58226,80,SPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_0.pcap,192.168.16.1__58228__192.168.16.2__80,http,TCP,0.049700,4096,13,2683,1413,8,5,335.375,282.6,66,66,1207,604,465.4940755530622,262.03022726395517,53983.90342052313883299798793,28430.58350100603621730382294,0.000009,0.043601,0.004141666666666666666666666667,0.01192724552116800445560283846,58228,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58230__192.168.16.2__80,http,TCP,0.267830,7275,25,2847,4428,15,10,189.8,442.8,66,66,337,604,131.36930133533227,244.93664486964786,10629.87716088563641115633051,16532.87533136691184706716947,0.000015,0.146597,0.01115958333333333333333333333,0.02964180304192693486173936556,58230,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58232__192.168.16.2__80,http,TCP,0.240212,1479,10,669,810,6,4,111.5,202.5,66,66,331,604,98.20683954457212,231.82913966971452,2785.039881438063044310858741,3372.021381113349874277721346,0.000007,0.188991,0.02669022222222222222222222222,0.05889712383805394047906766666,58232,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58234__192.168.16.2__80,http,TCP,0.232594,1477,10,667,810,6,4,111.16666666666667,202.5,66,66,329,604,97.4618158847636,231.82913966971452,2867.657807166134981985777793,3482.463004204751627299070483,0.000005,0.185381,0.02584377777777777777777777778,0.05762051748731672784217277680,58234,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58254__192.168.16.2__80,http,TCP,0.194664,3484,16,1468,2016,10,6,146.8,336.0,66,66,337,604,121.71754187462052,267.34684088900946,7541.199194509513828956561049,10356.30625077055850080138084,0.000011,0.106259,0.0129776,0.03147448789691951975053173105,58254,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58256__192.168.16.2__80,http,TCP,0.167992,3280,13,1330,1950,8,5,166.25,390.0,66,66,332,604,127.38303458467301,261.2914082016475,7917.043668746130768131815801,11607.69560455259774274965475,0.000011,0.107462,0.01399933333333333333333333333,0.03099156257847538018448037689,58256,80,SPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58258__192.168.16.2__80,http,TCP,0.197543,2546,14,1067,1479,8,6,133.375,246.5,66,66,332,604,114.41693220411042,252.45313096361735,5401.355654211994350597085192,7486.977518818687576881995312,0.000008,0.149662,0.01519561538461538461538461538,0.04050359392513300178142330209,58258,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58260__192.168.16.2__80,http,TCP,0.199758,2553,14,1074,1479,8,6,134.25,246.5,66,66,338,604,115.9415262104135,252.45313096361735,5376.505571741807587180488391,7403.958790136064638212236807,0.000006,0.147532,0.015366,0.03969785893858373198313226054,58260,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58262__192.168.16.2__80,http,TCP,0.199631,2353,11,940,1413,6,5,156.66666666666666,282.6,66,66,335,604,125.42682683098099,262.03022726395517,4708.687528490064168390680806,7078.059018889851776527693595,0.000007,0.147359,0.0199631,0.04422802634405021695552779377,58262,80,SPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58264__192.168.16.2__80,http,TCP,0.199342,1482,10,672,810,6,4,112.0,202.5,66,66,334,604,99.32438438436623,231.82913966971452,3371.090889024891894332353443,4063.368482306789336918461739,0.000008,0.189652,0.02214911111111111111111111111,0.05927338624907555225032587169,58264,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58266__192.168.16.2__80,http,TCP,0.196656,1477,10,667,810,6,4,111.16666666666667,202.5,66,66,329,604,97.4618158847636,231.82913966971452,3391.709380847774794565128956,4118.867463998047351720771296,0.000012,0.191422,0.02185066666666666666666666667,0.05996581609365270514293467295,58266,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58268__192.168.16.2__80,http,TCP,0.203774,1478,10,668,810,6,4,111.33333333333333,202.5,66,66,330,604,97.83432708183543,231.82913966971452,3278.141470452560189229244163,3974.991902794272085742047562,0.000013,0.195692,0.02264155555555555555555555556,0.06122034073212942100080247508,58268,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58270__192.168.16.2__80,http,TCP,0.203175,1477,10,667,810,6,4,111.16666666666667,202.5,66,66,329,604,97.4618158847636,231.82913966971452,3282.884213116771256306140027,3986.710963455149501661129568,0.000005,0.195162,0.022575,0.06103857069827969758543125133,58270,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58272__192.168.16.2__80,http,TCP,0.193305,1478,10,668,810,6,4,111.33333333333333,202.5,66,66,330,604,97.83432708183543,231.82913966971452,3455.678849486562685910866248,4190.269263598975711957786917,0.000005,0.185080,0.02147833333333333333333333333,0.05787975538418708048896907492,58272,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58274__192.168.16.2__80,http,TCP,0.200506,1479,10,669,810,6,4,111.5,202.5,66,66,331,604,98.20683954457212,231.82913966971452,3336.558506977347311302404916,4039.779358223694054043270526,0.000006,0.188446,0.02227844444444444444444444444,0.05885148996718795641606860327,58274,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58276__192.168.16.2__80,http,TCP,0.200175,1476,10,666,810,6,4,111.0,202.5,66,66,328,604,97.08930596792489,231.82913966971452,3327.088797302360434619707756,4046.459348070438366429374297,0.000012,0.193037,0.02224166666666666666666666667,0.06039920963426958987282873030,58276,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58278__192.168.16.2__80,http,TCP,0.198092,1477,10,667,810,6,4,111.16666666666667,202.5,66,66,329,604,97.4618158847636,231.82913966971452,3367.122347192213718878097046,4089.009147264907214829473174,0.000006,0.195311,0.02201022222222222222222222222,0.06127231053942315771889588535,58278,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58280__192.168.16.2__80,http,TCP,0.203102,1478,10,668,810,6,4,111.33333333333333,202.5,66,66,330,604,97.83432708183543,231.82913966971452,3288.987799233882482693424979,3988.143888292582052367775797,0.000008,0.189465,0.02256688888888888888888888889,0.05904883655161010394705374595,58280,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58282__192.168.16.2__80,http,TCP,0.198105,1477,10,667,810,6,4,111.16666666666667,202.5,66,66,329,604,97.4618158847636,231.82913966971452,3366.901390676661366447086141,4088.740819262512304081169077,0.000008,0.188802,0.02201166666666666666666666667,0.05900347780898644245233625369,58282,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58284__192.168.16.2__80,http,TCP,0.197156,1478,10,668,810,6,4,111.33333333333333,202.5,66,66,330,604,97.83432708183543,231.82913966971452,3388.179918440219927367161030,4108.421757390087037675749153,0.000007,0.188230,0.02190622222222222222222222222,0.05883781002189696987101799181,58284,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58286__192.168.16.2__80,http,TCP,0.197906,1479,10,669,810,6,4,111.5,202.5,66,66,331,604,98.20683954457212,231.82913966971452,3380.392711691409052782634180,4092.852162137580467494669186,0.000006,0.194380,0.02198955555555555555555555556,0.06095050794266718662280947938,58286,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
jsql_get_search_1.pcap,192.168.16.1__58288__192.168.16.2__80,http,TCP,0.196212,1480,10,670,810,6,4,111.66666666666667,202.5,66,66,332,604,98.57935325862555,231.82913966971452,3414.673924122887489042464273,4128.187878417222188245367256,0.000006,0.187928,0.02180133333333333333333333333,0.05876868702709708222811441256,58288,80,FSPA,GET,HTTP/1.1,"text/html, image/gif, image/jpeg, *; q=.2, */*; q=.2",Keep-Alive,Java/1.8.0_171,302,0,text/html,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
